order_id_new,order_try_id_new,calc_created,metered_price,upfront_price,distance,duration,gps_confidence,entered_by,b_state,dest_change_number,prediction_price_type,predicted_distance,predicted_duration,change_reason_pricing,ticket_id_new,rider_app_version,order_state,order_try_state,driver_app_version,driver_device_uid_new,device_name,us_indicator,overpaid_ride_ticket,fraud_score
3113,3113,43893.56361,6.79,5.1,9306,1668,1,client,finished,1,upfront,7662,1010,,43,CA.5.30,finished,finished,DA.4.34,1312,Samsung SM-J530F,1,0,-864
3172,3172,43894.33247,5.83,5.9,7358,810,1,client,finished,1,upfront,6837,920,,115,CI.4.19,finished,finished,DA.4.42,1639,Samsung SM-G920F,1,0,-1332
2108,2108,43883.14596,12.73,,9823,1064,1,driver,finished,3,upfront_destination_changed,6713,830,driver_destination_changed,3855,CA.5.44,finished,finished,DA.4.39,855,Xiaomi Mi A3,1,0,-512
3819,3819,43900.83119,6000,,518,144,1,client,finished,1,prediction,5616,822,,870,CA.5.46,finished,finished,DA.4.42,2011,Itel itel P12,0,0,
3968,3968,43902.42177,54565.54,,34275,4789,0,client,finished,2,prediction,21356,3356,client_destination_changed,1050,CA.5.45,finished,finished,DA.4.42,1798,Samsung SM-G9550,0,1,
4141,4141,43903.83664,9.76,6.8,14097,1255,1,client,finished,1,upfront,8886,957,,1233,CA.5.47,finished,finished,DA.4.42,1592,Samsung SM-J510FN,1,0,
3910,3910,43901.70946,8.74,7.2,9751,1579,1,client,finished,1,upfront,7107,1390,,972,CA.5.13,finished,finished,DA.4.42,872,Samsung SM-A605FN,1,0,-1020
2538,2538,43887.41579,3.44,4.1,5123,574,1,client,finished,1,upfront,6135,764,,4310,CA.5.45,finished,finished,DA.4.41,1773,Samsung SM-A405FN,1,0,0
2275,2275,43884.16988,10.48,8.1,16415,1154,1,client,finished,1,upfront,11642,994,,4023,CA.5.44,finished,finished,DA.4.41,970,Xiaomi Redmi Note 6 Pro,1,0,-184
2864,2864,43890.61031,2.53,2.7,1818,414,1,client,finished,1,upfront,1932,455,,4806,CA.5.45,finished,finished,DA.4.34,1485,HUAWEI ALE-L21,1,0,
3443,3443,43897.04252,3.3,3.3,2769,342,1,client,finished,1,upfront,2298,434,,479,CI.4.19,finished,finished,DA.4.34,346,Samsung SM-A605FN,1,0,-4
3787,3787,43900.62278,9.63,,2363,2686,0,driver,finished,2,upfront_destination_changed,11317,1287,driver_destination_changed,1081,CA.5.47,finished,finished,DI.3.33,165,"iPhone10,6",1,0,-10
4047,4047,43902.93819,9.8,7.4,10336,858,1,client,finished,1,upfront,6943,747,,1131,CA.5.47,finished,finished,DA.4.42,1183,HUAWEI MAR-LX1A,1,0,-248
3924,3924,43901.82392,18998.28,,12466,3423,0,client,finished,1,prediction,14498,2045,,1002,CI.4.19,finished,finished,DA.4.42,2088,TECNO MOBILE LIMITED TECNO B1p,0,0,
3257,3257,43895.50229,6.03,,6309,1066,1,driver,finished,4,upfront_destination_changed,4705,425,driver_destination_changed,224,CI.4.19,finished,finished,DA.4.42,1680,Xiaomi Redmi Note 8T,1,0,-160
13,13,43863.10551,8.89,,16880,1339,1,driver,finished,2,upfront_destination_changed,12178,980,driver_destination_changed,1481,CI.4.17,finished,finished,DA.4.31,858,HUAWEI P7-L10,1,0,-196
257,257,43865.55325,12967.73,10000,7895,2040,1,client,finished,1,upfront,6373,1238,,1638,CA.5.38,finished,finished,DA.4.31,1438,TECNO L8 Lite,0,0,
338,338,43866.4941,6000,6000,1265,613,1,client,finished,1,upfront,3738,681,,1716,CA.5.36,finished,finished,DA.4.31,2144,Ulefone MIX_S,0,0,
633,633,43869.26226,5.98,6.1,8058,750,1,client,finished,1,upfront,7979,801,,2039,CA.5.42,finished,finished,DA.4.37,1942,HUAWEI KOB-L09,1,0,-450
335,335,43866.52248,27.85,5.6,29034,5010,1,client,finished,1,upfront,6221,700,,1941,CI.4.17,finished,finished,DA.4.37,1158,Samsung SM-G955F,1,0,
642,642,43869.44391,14660.52,16000,8295,3104,0,client,finished,1,upfront,12273,1899,,2251,CA.5.13,finished,finished,DA.4.23,1127,TECNO F3,0,1,
957,957,43872.37682,19388.28,22000,14915,2433,1,client,finished,1,upfront,16683,2355,,2434,CA.5.43,finished,finished,DA.4.37,1052,TECNO MOBILE LIMITED TECNO KA7,0,0,
1091,1091,43873.73963,10738.98,6500,4466,2845,1,client,finished,1,upfront,3978,701,,2626,CA.5.43,finished,finished,DA.4.37,2122,TECNO K7,0,0,
1207,1207,43875.03679,6119.13,16000,3568,608,1,client,finished,1,upfront,12338,1431,,2730,CA.5.13,finished,finished,DA.4.39,425,TECNO MOBILE LIMITED TECNO BA2,0,0,
1534,1534,43877.4185,30552.26,,19254,4774,1,client,finished,2,upfront_destination_changed,8811,1311,client_destination_changed,3056,CA.5.00,finished,finished,DA.4.39,1145,TECNO MOBILE LIMITED TECNO F3,0,0,
1573,1573,43877.83802,15346.98,13000,4984,933,1,client,finished,1,upfront,4181,695,,3126,CA.5.44,finished,finished,DI.3.34,196,"iPhone8,1",0,0,
1681,1681,43879.31385,14677.5,,5972,4257,1,client,finished,1,prediction,9461,1511,,3267,CA.5.30,finished,finished,DA.4.39,1850,INFINIX MOBILITY LIMITED Infinix X624B,0,0,
1761,1761,43880.13,16192.5,,14066,1128,0,client,finished,1,prediction,7913,1096,,3365,CA.5.36,finished,finished,DA.4.37,1019,ITEL MOBILE LIMITED itel A23A,0,1,
685,685,43869.67073,4.08,3.4,3991,670,0,client,finished,1,upfront,3466,483,,3301,CA.5.43,finished,finished,DA.4.39,1757,Samsung SM-A405FN,1,0,
2210,2210,43883.86302,25803.4,,14027,2211,1,client,finished,1,prediction,13833,2153,,4055,CA.5.43,finished,finished,DA.4.39,1002,TECNO MOBILE LIMITED TECNO KC8,0,0,
2122,2122,43883.29084,5.56,,7182,732,0,driver,finished,2,upfront_destination_changed,3531,334,driver_destination_changed,4100,CI.4.18,finished,finished,DA.4.39,629,Samsung SM-J610FN,1,0,-336
2435,2435,43886.23528,2.5,2.5,1923,264,0,client,finished,1,upfront,1703,392,,4168,CA.5.44,finished,finished,DA.4.41,739,Samsung SM-G975F,1,0,
2472,2472,43886.70086,49007.26,,22385,12100,1,client,finished,1,prediction,17194,3138,,4234,CA.5.42,finished,finished,DA.4.31,760,TECNO PHANTOM5,0,1,
2316,2316,43884.63944,9.5,9,13399,1266,1,client,finished,1,upfront,12789,1151,,3972,CI.4.17,finished,finished,DA.4.22,696,Xiaomi Mi A1,1,0,-571
2342,2342,43884.86448,7.78,5.7,7299,585,1,client,finished,1,upfront,7044,586,,4013,CI.4.19,finished,finished,DA.4.41,1256,HUAWEI ANE-LX1,1,0,-3316
2368,2368,43885.3917,9939.48,,6349,1486,1,client,finished,1,prediction,5121,764,,4093,CA.5.42,finished,finished,DA.4.37,1071,TECNO MOBILE LIMITED TECNO KB8,0,0,
2306,2306,43884.58587,6000,,0,2,1,client,finished,1,prediction,7788,1341,,3955,CA.5.44,finished,finished,DA.4.41,1816,INFINIX MOBILITY LIMITED Infinix X624B,0,0,
2672,2672,43889.18492,62332.46,,37971,5771,1,client,finished,1,prediction,14723,1791,,4476,CI.4.14,finished,finished,DA.4.37,945,HMD Global Nokia 2.2,0,0,
2582,2582,43887.9683,15.61,16.2,24262,1897,1,client,finished,1,upfront,26455,1748,,4538,CA.5.44,finished,finished,DA.4.31,1021,Samsung SM-A202F,1,0,-4
2251,2251,43884.0531,6.33,6.2,8548,810,1,client,finished,1,upfront,8449,756,,32,CA.5.22,finished,finished,DA.4.34,303,Samsung SM-G900F,1,0,-96
3231,3231,43895.23436,2.5,6.6,1786,130,1,client,finished,1,upfront,7730,1045,,191,CI.4.19,finished,finished,DA.4.39,1159,Xiaomi Redmi 8A,1,0,-468
3330,3330,43896.34047,6000,,1969,896,0,client,finished,1,prediction,2145,397,,310,CA.5.45,finished,finished,DA.4.42,1887,HTC One M9,0,0,
3742,3742,43899.89922,3.15,2.5,4406,552,1,client,finished,1,upfront,3304,419,,779,CA.5.46,finished,finished,DA.4.42,1934,HUAWEI NEM-L21,1,0,-432
1672,1672,43878.88053,33996.74,,25637,1148,0,client,finished,1,prediction,9683,1299,,27,CA.4.58,finished,finished,DI.3.34,44,"iPhone9,4",0,0,
76,76,43863.61328,6.37,5.3,7258,1041,1,client,finished,1,upfront,6383,740,,1424,CI.4.17,finished,finished,DA.4.37,360,Samsung SM-G935F,1,0,-1234
52,52,43863.48434,33918.04,19500,11779,3040,1,client,finished,2,upfront,7481,1145,client_destination_changed,1458,CA.5.42,finished,finished,DA.4.37,1806,TECNO-J8,0,0,
743,743,43870.02881,7.92,7.1,10908,1054,1,client,finished,1,upfront,10023,883,,2183,CI.4.17,finished,finished,DA.4.31,1311,LGE LG-V490,1,0,-562
861,861,43871.28645,,,1424,416,1,driver,finished,1,,,,,2297,,finished,finished,DA.4.37,1732,Samsung SM-G973F,1,0,
776,776,43870.43947,6988.81,12000,4273,551,0,client,finished,1,upfront,8211,1097,,2357,CA.5.43,finished,finished,DA.4.39,1655,TECNO MOBILE LIMITED TECNO B1,0,0,
1029,1029,43873.14853,10.03,4.4,4337,2337,1,client,finished,3,upfront,4354,456,,2505,CA.5.38,finished,finished,DA.4.39,802,BullittGroupLimited S60,1,0,
1092,1092,43873.72494,12348.82,6000,9028,1184,0,client,finished,1,upfront,3213,620,,2599,CI.4.10,finished,finished,DA.4.31,754,TECNO W2,0,1,
737,737,43869.99074,5.1,6,6402,675,1,client,finished,1,upfront,7927,760,,2149,CI.4.17,finished,finished,DA.4.39,1302,Samsung SM-T585,1,0,-426
1097,1097,43873.8025,23260.62,20000,15461,2951,1,client,finished,1,upfront,14464,2088,,2649,CI.4.18,finished,finished,DA.4.39,1053,HMD Global Nokia 3.1,0,0,
1621,1621,43878.49291,18060.54,18000,14055,2131,1,client,finished,1,upfront,14766,1814,,3188,CI.4.19,finished,finished,DA.4.39,1722,TECNO AX8,0,0,
1782,1782,43880.35522,3024.9,,4356,714,1,client,finished,1,prediction,4141,629,,3412,CI.4.14,finished,finished,DA.4.37,2113,HMD Global Nokia 2.2,0,1,
1818,1818,43880.669,3.3,7.9,1075,847,1,client,finished,1,upfront,7396,1641,,3428,CI.4.17,finished,finished,DA.4.39,673,Samsung SM-A500FU,1,0,
1527,1527,43877.23603,3.11,2.6,2703,496,1,client,finished,1,upfront,2206,378,,3088,CI.4.17,finished,finished,DA.4.39,324,Samsung SM-J610FN,1,0,-42
1045,1045,43873.28345,7.15,5.1,2590,781,1,client,finished,1,upfront,2139,422,,2519,CI.4.17,finished,finished,DA.4.39,1140,Samsung SM-G965F,1,0,-462
2137,2137,43883.42679,5.06,4,8267,871,1,client,finished,1,upfront,5625,803,,3802,CI.4.18,finished,finished,DA.4.37,2100,HUAWEI ELE-L29,1,0,-2
2284,2284,43884.32519,6108.78,,3737,678,1,client,finished,1,prediction,3283,476,,3920,CA.5.44,finished,finished,DA.4.35,264,Samsung SM-A8000,0,0,
2263,2263,43884.08828,7.39,,12829,1299,1,driver,finished,3,upfront_destination_changed,31099,2096,driver_destination_changed,3899,CI.4.18,finished,finished,DA.4.39,591,HUAWEI KOB-L09,1,0,
2088,2088,43883.0152,4.18,4.3,6856,648,1,client,finished,1,upfront,6857,717,,3915,CA.5.44,finished,finished,DA.4.39,1536,Samsung SM-G920F,1,0,-560
338,338,43866.4941,6000,6000,1265,613,1,client,finished,1,upfront,3738,681,,1368,CA.5.36,finished,finished,DA.4.31,2144,Ulefone MIX_S,0,0,
2674,2674,43889.23903,18505.02,,10613,4067,0,client,finished,1,prediction,11809,2080,,4599,CA.5.45,finished,finished,DA.4.39,1576,TECNO MOBILE LIMITED TECNO BA2,0,0,
2723,2723,43889.60523,4.55,4.8,3796,893,1,client,finished,1,upfront,4443,865,,121,CA.5.45,finished,finished,DA.4.37,1581,HUAWEI PRA-LX1,1,0,1
1633,1633,43878.56368,20320.54,12500,16750,1387,0,client,finished,1,upfront,9039,1531,,3218,CA.5.32,finished,finished,DA.4.37,1563,ITEL MOBILE LIMITED itel A16,0,0,
2201,2201,43883.82404,21.02,,29470,2430,1,driver,finished,3,upfront_destination_changed,15227,915,driver_destination_changed,355,CI.4.16,finished,finished,DA.4.41,1501,Xiaomi Redmi Note 7,1,0,-2
3409,3409,43896.85852,6.09,6.2,8704,690,1,client,finished,1,upfront,8712,744,,390,CA.5.46,finished,finished,DA.4.42,2056,Samsung SM-J600FN,1,0,-1764
1667,1667,43878.90924,21.38,3.3,7885,6989,0,driver,finished,3,upfront,3727,402,,3952,CI.4.18,finished,finished,DA.4.31,437,HUAWEI ALE-L21,1,0,-701
3460,3460,43897.14684,18.11,18,13954,996,1,client,finished,1,upfront,12663,1192,,463,CI.4.22,finished,finished,DI.3.36,205,"iPhone8,2",1,0,-278
3793,3793,43900.66409,11.47,7.8,11550,2372,1,client,finished,1,upfront,8009,1501,,850,CA.5.42,finished,finished,DI.3.39,69,"iPhone9,4",1,0,
4006,4006,43902.68106,4.22,4.2,5242,1010,1,client,finished,1,upfront,5135,999,,1086,CI.4.19,finished,finished,DA.4.39,1736,HUAWEI DRA-LX2,1,0,-1588
4149,4149,43903.89269,8.2,3.3,7760,936,1,client,finished,1,upfront,953,99,,1286,CA.5.47,finished,finished,DA.4.42,772,Motorola moto g(6) play,1,0,2
1753,1753,43879.85172,4.79,5.6,5652,679,1,client,finished,1,upfront,6808,794,,3357,CI.4.04,finished,finished,DA.4.39,2136,Samsung SM-A505FN,1,0,-1489
1878,1878,43881.48803,11279.76,,6768,2011,1,client,finished,1,prediction,11118,1513,,3506,CA.5.42,finished,finished,DA.4.37,1986,HUAWEI TRT-L21A,0,0,
3385,3385,43896.72549,16191.72,,9507,3345,0,client,finished,1,prediction,9507,1760,,385,CA.5.42,finished,finished,DA.4.42,1002,TECNO MOBILE LIMITED TECNO KC8,0,1,
3094,3094,43893.30831,12.23,12.3,6856,1282,1,client,finished,1,upfront,6785,1309,,9,CI.4.19,finished,finished,DA.4.42,401,LENOVO Lenovo TB3-850M,1,0,
3146,3146,43893.95721,2.5,9.2,963,169,1,client,finished,1,upfront,10125,878,,86,CA.5.45,finished,finished,DA.4.42,734,Samsung SM-A520F,1,0,-1128
3175,3175,43894.34051,2.59,2.5,2062,398,1,client,finished,1,upfront,1419,375,,116,CI.4.19,finished,finished,DI.3.36,130,"iPhone6,2",1,0,
2743,2743,43889.76316,20265.78,,12755,3972,1,client,finished,1,prediction,12100,1990,,4552,CI.4.01,finished,finished,DA.4.39,1809,Samsung SM-A710F,0,1,
3051,3051,43892.59028,6000,,2151,257,1,client,finished,1,prediction,2486,446,,4884,CA.5.44,finished,finished,DA.4.37,1199,Samsung SM-A105FN,0,0,
3466,3466,43897.29498,2000,,30,1260,0,client,finished,1,prediction,2564,418,,445,CA.5.46,finished,finished,DA.4.42,297,HMD Global Nokia 2.2,0,0,
3818,3818,43900.8351,6000,,303,1723,1,client,finished,1,prediction,5735,819,,872,CI.4.09,finished,finished,DA.4.42,548,TECNO MOBILE LIMITED TECNO CC7,0,0,
3872,3872,43901.44255,2.5,2.5,32,144,1,client,finished,1,upfront,1739,273,,965,CI.4.19,finished,finished,DA.4.39,1281,HUAWEI VNS-L21,1,0,-18
4035,4035,43902.85638,4,12.3,179,645,1,client,finished,1,upfront,8712,819,,1125,CA.5.47,finished,finished,DA.4.31,1311,LGE LG-V490,1,0,-562
3769,3769,43900.46257,2.68,3.3,3121,541,1,client,finished,1,upfront,4072,684,,912,CA.5.46,finished,finished,DA.4.42,2087,LGE LG-H815,1,0,-219
4107,4107,43903.59427,6.58,3.6,7543,1910,0,client,finished,1,upfront,4764,733,,1278,CA.5.47,finished,finished,DA.4.42,1536,Samsung SM-G920F,1,0,-536
4126,4125,43903.69156,5459.1,,8319,1259,1,client,finished,1,prediction,8398,1497,,1361,CA.5.32,finished,finished,DA.4.42,306,TECNO F3,0,0,
3149,3149,43893.98714,10.33,10.6,13465,789,1,client,finished,1,upfront,13394,895,,90,CI.4.19,finished,finished,DA.4.34,1557,Samsung SM-G903F,1,0,-610
3019,3019,43892.32512,16002.54,,10050,2977,1,client,finished,1,prediction,10047,1610,,502,CA.4.92,finished,finished,DI.3.36,44,"iPhone9,4",0,0,
3585,3585,43898.24752,3.79,4.2,4426,479,1,client,finished,1,upfront,5073,545,,578,CI.4.17,finished,finished,DA.4.42,1306,Samsung SM-T285,1,0,-1410
3493,3493,43897.55939,6000,,2918,448,0,client,finished,1,prediction,2918,481,,484,CI.3.68,finished,finished,DA.4.42,1733,TECNO-J8,0,0,
3344,3344,43896.40325,2.77,2.8,2265,435,1,client,finished,1,upfront,2093,483,,1026,CI.4.22,finished,finished,DA.4.42,1990,HUAWEI POT-LX1,1,0,19
3810,3810,43900.75507,6.18,5.7,3687,545,1,client,finished,1,upfront,3041,538,,988,CI.4.14,finished,finished,DA.4.42,263,Samsung SM-G960F,1,0,-144
3809,3809,43900.75241,2560.7,,3084,699,1,client,finished,1,prediction,5152,1147,,864,CI.4.12,finished,finished,DA.4.42,1995,Itel S12,0,0,
4065,4065,43903.32543,22.45,9.9,39579,4581,1,client,finished,1,upfront,19332,1396,,1268,CA.5.47,finished,finished,DA.4.42,1046,HUAWEI POT-LX1,1,0,-364
3843,3843,43901.18556,7.16,8.8,10762,773,1,client,finished,1,upfront,12025,1204,,1365,CI.4.19,finished,finished,DA.4.39,354,Samsung SM-A505FN,1,0,-2601
204,204,43864.91334,5.4,5.3,7218,661,1,client,finished,1,upfront,7093,647,,1633,CA.5.42,finished,finished,DA.4.37,1616,Sony F3211,1,0,
334,334,43866.47142,4278.2,6000,5627,1460,0,client,finished,1,upfront,9204,1560,,1735,CA.5.02,finished,finished,DA.4.31,1863,HMD Global TA-1032,0,0,
706,706,43869.80613,3070.1,3000,4280,816,1,client,finished,1,upfront,4314,777,,2131,CI.4.17,finished,finished,DA.4.37,1067,INFINIX MOBILITY LIMITED Infinix X624B,0,0,
752,752,43870.10234,2.82,2.8,2341,338,1,client,finished,1,upfront,2423,309,,2206,CI.4.11,finished,finished,DA.4.34,1909,Samsung SM-A530F,1,0,-602
1062,1062,43873.42216,17.42,17.1,35584,2460,1,client,finished,1,upfront,34182,2570,,2550,CA.5.43,finished,finished,DA.4.37,1360,Samsung SM-A530F,1,0,
494,494,43868.26304,14459.82,6000,6551,3478,1,client,finished,1,upfront,2313,511,,2332,CA.5.43,finished,finished,DA.4.37,274,Samsung SM-G955F,0,0,
641,641,43869.44006,23066.74,28000,16395,3182,0,client,finished,1,upfront,20442,2466,,2444,CA.5.32,finished,finished,DA.4.31,749,Infinix X559C,0,1,
2570,2570,43887.77662,3.41,3.4,2821,465,1,client,finished,1,upfront,2685,489,,4393,CI.4.17,finished,finished,DA.4.39,1795,Samsung SM-J710F,1,0,0
2457,2457,43886.4639,4.71,4.7,6294,535,1,client,finished,1,upfront,6315,549,,4199,CA.5.45,finished,finished,DA.4.41,1858,Samsung SM-G955F,1,0,
3064,3064,43892.74329,6372.54,,3530,925,1,client,finished,1,prediction,3568,635,,4920,CA.5.45,finished,finished,DA.4.42,1618,HMD Global Nokia 2.2,0,0,
2241,2241,43884.03182,6000,,0,39,1,client,finished,1,prediction,9411,1112,,4,CI.4.14,finished,finished,DA.4.39,287,INFINIX MOBILITY LIMITED Infinix X650B,0,0,
2975,2975,43891.69374,14638.02,,10310,2105,1,client,finished,1,prediction,8911,1324,,4792,CA.5.36,finished,finished,DA.4.31,748,Samsung SM-J610FN,0,0,
2777,2777,43889.90537,19.4,17.6,12991,1636,1,client,finished,1,upfront,12777,1279,,210,CA.5.44,finished,finished,DA.4.39,452,Xiaomi Redmi Note 7,1,0,
3443,3443,43897.04252,3.3,3.3,2769,342,1,client,finished,1,upfront,2298,434,,473,CI.4.19,finished,finished,DA.4.34,346,Samsung SM-A605FN,1,0,-4
2053,2053,43882.76253,5410.6,,5550,1182,1,client,finished,1,prediction,4867,996,,3701,CA.5.36,finished,finished,DA.4.37,545,Samsung GT-I9515,0,0,
3373,3373,43896.64708,8.17,5.4,11111,2104,1,client,finished,1,upfront,6839,1369,,1320,CI.4.19,finished,finished,DI.3.37,208,"iPhone12,3",1,0,-284
3949,3949,43902.08722,6000,,4,54,1,client,finished,1,prediction,1457,303,,1013,CA.5.32,finished,finished,DA.4.42,1962,Samsung SM-G570F,0,0,
3669,3669,43899.3913,3.69,2.7,3770,550,1,client,finished,1,upfront,2950,289,,710,CI.4.19,finished,finished,DA.4.42,1716,Samsung SM-A105FN,1,0,
3661,3661,43899.36822,19601.04,,11938,4012,0,client,finished,1,prediction,11938,2124,,691,CI.4.19,finished,finished,DA.4.34,1713,INFINIX MOBILITY LIMITED Infinix X573S,0,1,
4135,4135,43903.75615,2.5,2.5,1,48,1,client,finished,1,upfront,1493,267,,1219,CI.4.18,finished,finished,DA.4.42,1500,Samsung SM-G390F,1,0,-1436
4156,4156,43903.96422,33.93,37.4,58927,3436,1,client,finished,1,upfront,67650,3354,,1285,CI.4.23,finished,finished,DI.3.39,92,"iPhone8,2",1,0,
4014,4014,43902.73647,4,4,1606,304,1,client,finished,1,upfront,1675,316,,1093,CI.4.17,finished,finished,DA.4.42,1877,Samsung SM-G970F,1,0,-658
2505,2505,43886.85198,8.61,10.8,12634,1041,1,client,finished,1,upfront,12550,1142,,4332,CI.3.92,finished,finished,DA.4.39,1393,HUAWEI ATU-L21,1,0,-60
833,833,43870.88601,11659.02,11500,8103,1565,1,client,finished,1,upfront,8215,1464,,1336,CI.4.17,finished,finished,DA.4.37,412,TECNO MOBILE LIMITED TECNO LA7,0,0,
3857,3857,43901.3263,9.6,6.8,12630,1441,1,client,finished,1,upfront,6763,1317,,924,CA.5.47,finished,finished,DA.4.42,1025,HUAWEI POT-LX1,1,0,-2542
655,655,43869.52265,130164.46,19500,53241,2171,0,client,finished,1,upfront,14530,2687,,2084,CA.5.17,finished,finished,DA.4.14,335,HMD Global Nokia 1,0,0,
1055,1055,43873.33926,2000,2500,823,326,1,client,finished,1,upfront,3562,455,,2551,CA.5.43,finished,finished,DA.4.37,1401,Itel S12,0,0,
1508,1508,43877.0433,8.18,10,7570,779,1,driver,finished,2,upfront,9317,1005,,3097,CI.4.17,finished,finished,DA.4.39,122,Samsung GT-I9505,1,0,-136
1171,1171,43874.62461,7.93,5.8,12081,857,1,client,finished,1,upfront,6748,903,,2683,CI.4.17,finished,finished,DA.4.31,574,HUAWEI MYA-L41,1,0,0
1884,1884,43881.54984,41173,,28117,2889,0,client,finished,1,prediction,6068,997,,3533,CA.5.36,finished,finished,DA.4.39,1544,TECNO MOBILE LIMITED TECNO B1,0,1,
1409,1409,43876.15006,2.4,2.5,2186,271,1,client,finished,1,upfront,2253,350,,2883,CA.5.43,finished,finished,DA.4.39,861,HUAWEI MAR-LX1A,1,0,-1
2116,2116,43883.24028,9.4,8.9,17830,1433,1,client,finished,1,upfront,16989,1334,,3995,CA.5.44,finished,finished,DA.4.31,1521,HMD Global TA-1021,1,0,-512
2792,2792,43889.97038,2.67,3.3,2561,345,1,client,finished,1,upfront,3522,445,,4583,CI.4.19,finished,finished,DA.4.39,2130,Samsung SM-A530F,1,0,-320
2800,2800,43890.05289,10.74,10.8,15816,1362,1,client,finished,1,upfront,15871,1356,,4651,CI.4.19,finished,finished,DA.4.39,464,HUAWEI ANE-LX1,1,0,
2778,2778,43889.90051,15.01,14.6,11553,935,1,client,finished,1,upfront,11368,868,,4841,CA.5.45,finished,finished,DA.4.39,432,HUAWEI MAR-LX1A,1,0,-272
2562,2562,43887.6906,6.36,6.2,6765,1123,1,client,finished,1,upfront,6709,1052,,4676,CA.5.43,finished,finished,DA.4.39,1470,Samsung SM-G970F,1,0,-36
3201,3201,43894.69153,4.1,3.3,3701,727,1,client,finished,1,upfront,2715,583,,153,CA.5.45,finished,finished,DA.4.42,1925,HUAWEI ANE-LX1,1,0,
1555,1555,43877.68168,57769.4,20000,37691,2125,0,client,finished,1,upfront,14612,2288,,3954,CI.4.18,finished,finished,DA.4.37,1563,ITEL MOBILE LIMITED itel A16,0,0,
3545,3545,43897.95172,2.5,2.5,1605,249,1,client,finished,1,upfront,1738,237,,550,CA.5.46,finished,finished,DA.4.42,1696,Samsung SM-G960F,1,0,
3745,3745,43899.95557,6.9,5.3,8849,989,1,client,finished,1,upfront,6453,729,,806,CI.4.21,finished,finished,DA.4.42,1894,Samsung SM-G920F,1,0,-188
3804,3804,43900.72257,4.99,3.9,6748,575,1,client,finished,1,upfront,4541,502,,862,CI.4.19,finished,finished,DA.4.39,1550,HUAWEI SNE-LX1,1,0,-184
3539,3539,43897.90824,4.45,4.4,4979,655,1,client,finished,1,upfront,5188,588,,545,CA.5.45,finished,finished,DA.4.31,1905,Samsung SM-N960F,1,0,-1211
3573,3573,43898.1283,5.85,6.1,8124,690,1,client,finished,1,upfront,8206,789,,997,CI.4.19,finished,finished,DA.4.42,426,Xiaomi POCOPHONE F1,1,0,
3904,3904,43901.69378,7,5.4,7662,1229,1,client,finished,1,upfront,5989,867,,1001,CI.4.19,finished,finished,DA.4.42,743,HUAWEI VTR-L29,1,0,-41
621,621,43869.10999,4,10.7,0,190,1,client,finished,1,upfront,8131,1036,,2204,CA.5.40,finished,finished,DA.4.37,1550,HUAWEI SNE-LX1,1,0,-82
892,892,43871.50656,2000,4500,1213,258,1,client,finished,1,upfront,6234,1120,,2341,CA.5.43,finished,finished,DA.4.37,1458,Itel S12,0,0,
868,868,43871.30574,6000,10500,584,146,1,client,finished,1,upfront,7044,957,,2302,CI.4.17,finished,finished,DA.4.37,1961,INFINIX MOBILITY LIMITED Infinix X573,0,0,
1374,1374,43876.06631,12410.51,10000,8593,1119,1,client,finished,1,upfront,6749,854,,2874,CI.4.14,finished,finished,DA.4.31,1389,TECNO MOBILE LIMITED TECNO LC6,0,0,
1406,1406,43876.20361,44520.4,17500,19035,5082,0,client,finished,1,upfront,9783,1181,,2992,CA.5.08,finished,finished,DA.4.39,425,TECNO MOBILE LIMITED TECNO BA2,0,0,
1984,1984,43882.37587,5.26,5.5,5225,445,1,client,finished,1,upfront,5196,579,,3620,CA.5.44,finished,finished,DA.4.39,920,Samsung SM-G920P,1,0,-56
1998,1998,43882.46233,6.07,5.2,9063,1305,1,client,finished,1,upfront,7469,1135,,3707,CA.5.44,finished,finished,DA.4.39,1535,HMD Global Nokia 6.1,1,0,-354
2065,2065,43882.85737,11.92,10.3,15532,1888,1,client,finished,1,upfront,14300,1449,,3766,CA.5.44,finished,finished,DA.4.37,1555,Samsung SM-G930F,1,0,-152
2140,2140,43883.43794,6.21,4.1,5729,822,1,client,finished,1,upfront,3665,461,,3781,CI.4.18,finished,finished,DI.3.33,73,"iPhone8,1",1,0,-352
1875,1875,43881.44721,6000,,3072,689,1,client,finished,1,prediction,1528,317,,3504,CI.4.14,finished,finished,DA.4.16,831,Samsung SM-G611F,0,0,
1736,1736,43879.66362,4.74,2.5,2216,1238,1,client,finished,1,upfront,1583,389,,3332,CI.3.75,finished,finished,DA.4.37,1701,Samsung SM-N950F,1,0,-1016
2285,2285,43884.31367,6000,,313,137,1,client,finished,1,prediction,9058,1116,,3922,CA.5.44,finished,finished,DA.4.39,1575,Samsung SM-N9002,0,0,
2406,2406,43885.68991,7412.46,,5078,731,1,client,finished,1,prediction,2057,338,,4127,CI.4.19,finished,finished,DA.4.37,1185,Samsung SM-G611F,0,0,-2576
2303,2303,43884.60612,33427.52,,20963,4850,0,client,finished,1,prediction,20963,3050,,3967,CA.5.32,finished,finished,DA.4.41,1478,TECNO WX3,0,0,
1002,1002,43872.77564,7.58,5.5,9713,1117,1,client,finished,1,upfront,6388,854,,2511,CI.4.17,finished,finished,DA.4.39,404,Samsung SM-A505FN,1,0,-802
